NIT,RAZON SOCIAL,AÑO,MES,SEECCIONAL,CONSUMO M3 MES ACUEDUCTO,CONSUMO M3 MES ALCANTARILLADO
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,RISARALDA,17017,11712
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,SALAMINA,30417,29807
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,SAMANA,19871,16662
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,SAN JOSE,8023,3524
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,SUPIA,63002,49234
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,VICTORIA,12876,11076
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,SEPTIEMBRE,VITERBO,53355,46165
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,AGUADAS,40961,38024
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,ANSERMA,69334,65896
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,ARAUCA,17703,15469
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,ARMA,4248,3010
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,BELALCAZAR,17542,11719
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,CHINCHINA,292088,275924
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,FILADELFIA,12544,11538
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,GUARINOCITO,16093,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,KILOMETRO 41,5590,2438
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,LA DORADA,412159,343495
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,MANZANARES,22205,17841
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,MARMATO,13848,8084
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,MARQUETALIA,19845,15655
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,MARULANDA,1985,1927
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,NEIRA,39579,37369
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,PALESTINA,18717,14968
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,RIOSUCIO,54448,50676
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,RISARALDA,17332,12306
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,SALAMINA,25938,25507
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,SAMANA,18589,14897
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,SAN JOSE,9089,3448
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,SUPIA,61253,48293
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,VICTORIA,14541,12492
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,OCTUBRE,VITERBO,49917,42888
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,AGUADAS,32117,29756
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,ANSERMA,56800,53890
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,ARAUCA,20207,17920
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,ARMA,4912,3129
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,BELALCAZAR,15479,11532
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,CHINCHINA,256294,242426
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,FILADELFIA,12074,11164
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,GUARINOCITO,15214,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,KILOMETRO 41,6286,2875
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,LA DORADA,387996,325834
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,MANZANARES,20513,16597
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,MARMATO,14287,8162
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,MARQUETALIA,19512,15842
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,MARULANDA,1972,1918
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,NEIRA,41305,39079
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,PALESTINA,20749,17389
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,RIOSUCIO,57926,54220
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,RISARALDA,15851,11191
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,SALAMINA,32071,31498
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,SAMANA,18426,15346
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,SAN JOSE,8166,3267
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,SUPIA,55794,42882
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,VICTORIA,11939,10225
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,NOVIEMBRE,VITERBO,49336,43259
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,AGUADAS,40045,37313
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,ANSERMA,70630,67488
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,ARAUCA,15824,13778
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,ARMA,4479,3046
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,BELALCAZAR,15407,11844
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,CHINCHINA,245366,229789
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,FILADELFIA,13504,12687
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,GUARINOCITO,13936,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,KILOMETRO 41,5005,2277
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,LA DORADA,367061,293819
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,MANZANARES,20385,16443
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,MARMATO,12905,7399
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,MARQUETALIA,18417,14966
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,MARULANDA,1640,1598
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,NEIRA,39087,36573
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,PALESTINA,14887,12723
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,RIOSUCIO,56324,52662
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,RISARALDA,15552,11003
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,SALAMINA,29378,28896
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,SAMANA,17006,14087
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,SAN JOSE,8348,3341
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,SUPIA,53253,40937
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,VICTORIA,14337,12219
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2015,DICIEMBRE,VITERBO,48256,31164
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,AGUADAS,48487,44703
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,ANSERMA,71007,68088
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,ARAUCA,19943,17588
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,ARMA,6378,4072
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,BELALCAZAR,20202,14453
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,CHINCHINA,279223,258015
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,FILADELFIA,13196,11860
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,GUARINOCITO,19490,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,KILOMETRO 41,7186,2983
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,LA DORADA,443758,371810
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,MANZANARES,22632,18363
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,MARMATO,13834,8225
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,MARQUETALIA,25064,20435
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,MARULANDA,2070,2008
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,NEIRA,46201,43633
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,PALESTINA,21415,17381
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,RIOSUCIO,64283,59984
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,RISARALDA,20691,13585
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,SALAMINA,32127,31606
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,SAMANA,19198,15881
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,SAN JOSE,10560,4150
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,SUPIA,67650,52128
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,VICTORIA,15004,12741
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ENERO,VITERBO,49960,41001
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,AGUADAS,35563,32621
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,ANSERMA,63718,61055
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,ARAUCA,17548,15386
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,ARMA,5620,3025
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,BELALCAZAR,15913,11597
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,CHINCHINA,296308,273058
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,FILADELFIA,11391,10398
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,GUARINOCITO,17392,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,KILOMETRO 41,5986,2598
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,LA DORADA,411821,342944
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,MANZANARES,19981,15908
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,MARMATO,15866,9195
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,MARQUETALIA,19277,15541
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,MARULANDA,1827,1777
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,NEIRA,32194,29526
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,PALESTINA,17866,14495
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,RIOSUCIO,62608,58348
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,RISARALDA,17454,11567
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,SALAMINA,24682,24220
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,SAMANA,20055,16696
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,SAN JOSE,8706,3832
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,SUPIA,61907,47433
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,VICTORIA,14064,11880
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,FEBRERO,VITERBO,53886,45828
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,AGUADAS,31733,28633
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,ANSERMA,53982,51668
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,ARAUCA,16710,14519
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,ARMA,5383,3029
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,BELALCAZAR,12810,9687
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,CHINCHINA,259439,242647
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,FILADELFIA,10285,9438
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,GUARINOCITO,14914,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,KILOMETRO 41,5947,2538
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,LA DORADA,331206,255617
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,MANZANARES,18420,14992
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,MARMATO,13518,11173
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,MARQUETALIA,16575,13441
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,MARULANDA,1697,1658
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,NEIRA,41293,39082
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,PALESTINA,15578,13202
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,RIOSUCIO,53799,50134
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,RISARALDA,14122,9628
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,SALAMINA,30331,29676
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,SAMANA,16064,13226
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,SAN JOSE,7609,2949
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,SUPIA,52437,45153
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,VICTORIA,16342,14504
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MARZO,VITERBO,44758,28481
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,AGUADAS,41124,37569
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,ANSERMA,68603,65819
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,ARAUCA,19304,16841
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,ARMA,4845,2919
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,BELALCAZAR,16172,12289
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,CHINCHINA,268755,253282
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,FILADELFIA,12151,11078
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,GUARINOCITO,14072,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,KILOMETRO 41,6694,2851
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,LA DORADA,399817,324821
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,MANZANARES,22026,17928
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,MARMATO,15100,12628
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,MARQUETALIA,19959,16522
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,MARULANDA,2000,1949
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,NEIRA,39127,40105
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,PALESTINA,19308,15870
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,RIOSUCIO,59395,55199
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,RISARALDA,17944,12171
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,SALAMINA,27727,27222
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,SAMANA,19293,15905
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,SAN JOSE,9743,3641
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,SUPIA,60957,48434
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,VICTORIA,12193,10402
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,ABRIL,VITERBO,58832,50955
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,AGUADAS,36743,35109
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,ANSERMA,64249,54832
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,ARAUCA,15676,14874
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,ARMA,4774,3131
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,BELALCAZAR,13618,11743
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,CHINCHINA,252137,242199
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,FILADELFIA,11561,10410
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,GUARINOCITO,15282,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,KILOMETRO 41,5557,2646
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,LA DORADA,381133,320310
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,MANZANARES,19267,17468
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,MARMATO,13694,7918
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,MARQUETALIA,18614,15543
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,MARULANDA,1704,1703
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,NEIRA,38027,36464
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,PALESTINA,14140,15462
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,RIOSUCIO,51676,55877
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,RISARALDA,14135,10767
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,SALAMINA,28165,32030
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,SAMANA,15030,15930
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,SAN JOSE,7706,3204
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,SUPIA,57447,45488
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,VICTORIA,10494,12766
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,MAYO,VITERBO,40341,44154
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,AGUADAS,38046,35065
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,ANSERMA,59350,57032
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,ARAUCA,17478,15340
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,ARMA,4708,3200
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,BELALCAZAR,14623,10913
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,CHINCHINA,273590,253273
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,FILADELFIA,11103,10312
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,GUARINOCITO,16353,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2016,JUNIO,KILOMETRO 41,5833,2726
